title,image,price,size,stock,description,item_category
Sunsilk Hairfall Solution Shampoo 360ml,https://media-products.airliftexpress.com/large/6c527917-d906-4859-91f9-43663088b656_woo.jpg,520,360 ml,71,"Leaving hair stronger and smoother, Sunsilk Shampoo gently cleanses and 

conditions hair by visibly repairing damage and adding shine for a softer and more 

manageable look! Add Sunsilk Shampoo to your cart now and receive your delivery 

within 30 minutes via Airlift Express.",7
Sunsilk Thick & Long Shampoo 700ml,https://media-products.airliftexpress.com/large/47847d6a-e1cf-4e54-9a75-10657933c06c_woo.jpg,840,400 ml,71,"Leaving hair stronger and smoother, Sunsilk Shampoo gently cleanses and 

conditions hair by visibly repairing damage and adding shine for a softer and more 

manageable look! Add Sunsilk Shampoo to your cart now and receive your delivery 

within 30 minutes via Airlift Express.",7
SunSilk Anti-Dandruff Shampoo 380ml,https://media-products.airliftexpress.com/large/4910f5e1-5cf9-466f-b105-afeb0e2e1fa5_SunSilk_Anti-Dandruff_Shampoo_380ml.jpeg,479,380 ml,72,,7
Sunsilk Long & Healthy Growth Conditioner 180ml,https://media-products.airliftexpress.com/large/982e96d3-eb37-462e-8266-55c7048d7406_Sunsilk%20Long%20%26%20Healthy%20Growth%20Conditioner%20180ml%20.jpeg,285,180ml,73,,7
Sunsilk Black Shine Shampoo 80ml,https://media-products.airliftexpress.com/large/2c2d58f8-a5c4-4074-8062-218e0970e2d9_Sunsilk_Black_Shine_Shampoo_80ml.jpg,118,360 ml,74,"Leaving hair stronger and smoother, Sunsilk Shampoo gently cleanses and 

conditions hair by visibly repairing damage and adding shine for a softer and more 

manageable look! Add Sunsilk Shampoo to your cart now and receive your delivery 

within 30 minutes via Airlift Express.",7
Sunsilk Hairfall Solution Shampoo 360ml,https://media-products.airliftexpress.com/large/6c527917-d906-4859-91f9-43663088b656_woo.jpg,520,700 ml,75,"Leaving hair stronger and smoother, Sunsilk Shampoo gently cleanses and 

conditions hair by visibly repairing damage and adding shine for a softer and more 

manageable look! Add Sunsilk Shampoo to your cart now and receive your delivery 

within 30 minutes via Airlift Express.",7
Sunsilk Black Shine Conditioner 180ml,https://media-products.airliftexpress.com/large/33189e72-7d4c-4fee-9a60-94d472fcd4f1_woo.jpg,299,180 ml,75,"Having an irresistibly delicious scent, Sunsilk Conditioner protects and repairs 

damaged hair, split ends, and frizz by re-linking broken bonds, leaving hair soft and 

detangled with extra shine! Add Sunsilk Conditioner to your cart now and receive 

your delivery within 30 minutes via Airlift Express.",7
Sunsilk Hairfall Solution Shampoo 185ml,https://media-products.airliftexpress.com/large/216af247-48fb-45c4-ade4-367e80f44974_Sunsilk%20Hairfall%20Solution%20Shampoo%20185ml.jpeg,270,185 ml,76,"Leaving hair stronger and smoother, Sunsilk Shampoo gently cleanses and 

conditions hair by visibly repairing damage and adding shine for a softer and more 

manageable look! Add Sunsilk Shampoo to your cart now and receive your delivery 

within 30 minutes via Airlift Express.",7
Sunsilk Natural Recharge Almond & Honey Shampoo 185ml,https://media-products.airliftexpress.com/large/be7a6091-9fd9-478f-940a-98deafa52cc2_1204227-1.jpeg,260,185 ml,77,"Leaving hair stronger and smoother, Sunsilk Shampoo gently cleanses and 

conditions hair by visibly repairing damage and adding shine for a softer and more 

manageable look! Add Sunsilk Shampoo to your cart now and receive your delivery 

within 30 minutes via Airlift Express.",7
Sunsilk Natural Recharge Fig & Mint Refresh Shampoo 185ml,https://media-products.airliftexpress.com/large/855269dc-b2f0-493c-a622-226a99532cd7_Sunsilk%20Natural%20Recharge%20Fig%20%26%20Mint%20Refresh%20Shampoo%20185ml.jpeg,260,185 ml,78,"Our exclusive formula with its natural ingredients, is designed for covered hair. Specially formulated to lift away grease and residue. Its breakthrough technology releases a burst of fresh fragrance at every touch. Enjoy an amazing fragrance for upto 48 hours. The heavenly fig contains powerful antioxidants. Mint is rich in aromatic oils that give it a fresh and uplifting sensation.",7
Sunsilk Black Shine Shampoo 80ml,https://media-products.airliftexpress.com/large/2c2d58f8-a5c4-4074-8062-218e0970e2d9_Sunsilk_Black_Shine_Shampoo_80ml.jpg,118,200 ml,78,"Leaving hair stronger and smoother, Sunsilk Shampoo gently cleanses and 

conditions hair by visibly repairing damage and adding shine for a softer and more 

manageable look! Add Sunsilk Shampoo to your cart now and receive your delivery 

within 30 minutes via Airlift Express.",7
Sunsilk Long & Healthy Growth Shampoo 200ml,https://media-products.airliftexpress.com/large/cd7c3e67-6934-422f-85f6-fb587f9ac6ee_woo.jpg,260,360 ml,79,"Leaving hair stronger and smoother, Sunsilk Shampoo gently cleanses and 

conditions hair by visibly repairing damage and adding shine for a softer and more 

manageable look! Add Sunsilk Shampoo to your cart now and receive your delivery 

within 30 minutes via Airlift Express.",7
Sunsilk Natural Recharge Fig & Mint Refresh Shampoo 185ml,https://media-products.airliftexpress.com/large/855269dc-b2f0-493c-a622-226a99532cd7_Sunsilk%20Natural%20Recharge%20Fig%20%26%20Mint%20Refresh%20Shampoo%20185ml.jpeg,260,380 ml,80,"Our exclusive formula with its natural ingredients, is designed for covered hair. Specially formulated to lift away grease and residue. Its breakthrough technology releases a burst of fresh fragrance at every touch. Enjoy an amazing fragrance for upto 48 hours. The heavenly fig contains powerful antioxidants. Mint is rich in aromatic oils that give it a fresh and uplifting sensation.",7
Sunsilk Thick & Long Shampoo 700ml,https://media-products.airliftexpress.com/large/47847d6a-e1cf-4e54-9a75-10657933c06c_woo.jpg,840,200 ml,81,"Leaving hair stronger and smoother, Sunsilk Shampoo gently cleanses and 

conditions hair by visibly repairing damage and adding shine for a softer and more 

manageable look! Add Sunsilk Shampoo to your cart now and receive your delivery 

within 30 minutes via Airlift Express.",7
Sunsilk Black Shine Shampoo 80ml,https://media-products.airliftexpress.com/large/2c2d58f8-a5c4-4074-8062-218e0970e2d9_Sunsilk_Black_Shine_Shampoo_80ml.jpg,118,680 ml,82,"Leaving hair stronger and smoother, Sunsilk Shampoo gently cleanses and 

conditions hair by visibly repairing damage and adding shine for a softer and more 

manageable look! Add Sunsilk Shampoo to your cart now and receive your delivery 

within 30 minutes via Airlift Express.",7
Sunsilk Long & Healthy Growth Shampoo 200ml,https://media-products.airliftexpress.com/large/cd7c3e67-6934-422f-85f6-fb587f9ac6ee_woo.jpg,260,200 ml,82,"Leaving hair stronger and smoother, Sunsilk Shampoo gently cleanses and 

conditions hair by visibly repairing damage and adding shine for a softer and more 

manageable look! Add Sunsilk Shampoo to your cart now and receive your delivery 

within 30 minutes via Airlift Express.",7
Sunsilk Almond & Honey Anti-Breakage Conditioner 180ml,https://media-products.airliftexpress.com/large/6fd42f62-902c-44b5-8a8a-943c148a78e6_woo.jpg,285,180 ml,83,"Having an irresistibly delicious scent, Sunsilk Conditioner protects and repairs 

damaged hair, split ends, and frizz by re-linking broken bonds, leaving hair soft and 

detangled with extra shine! Add Sunsilk Conditioner to your cart now and receive 

your delivery within 30 minutes via Airlift Express.",7
Sunsilk Natural Recharge Anti Hairfall Shampoo 360ml,https://media-products.airliftexpress.com/large/a95e46e6-9bbd-4c6b-83b3-4966b1fd8806_1203739-1.jpeg,499,360 ml,84,"Leaving hair stronger and smoother, Sunsilk Shampoo gently cleanses and 

conditions hair by visibly repairing damage and adding shine for a softer and more 

manageable look! Add Sunsilk Shampoo to your cart now and receive your delivery 

within 30 minutes via Airlift Express.",7
Sunsilk Black Shine Shampoo 80ml,https://media-products.airliftexpress.com/large/2c2d58f8-a5c4-4074-8062-218e0970e2d9_Sunsilk_Black_Shine_Shampoo_80ml.jpg,118,80 ml,85,"Leaving hair stronger and smoother, Sunsilk Shampoo gently cleanses and 

conditions hair by visibly repairing damage and adding shine for a softer and more 

manageable look! Add Sunsilk Shampoo to your cart now and receive your delivery 

within 30 minutes via Airlift Express.",7
Sunsilk Thick & Long Conditioner 180ml,https://media-products.airliftexpress.com/large/8ee44172-f48e-4c9d-9e73-f3f1038a6cd0_Sunsilk%20Thick%20%26%20Long%20Conditioner%20180ml.jpeg,283,180 ml,86,"Having an irresistibly delicious scent, Sunsilk Conditioner protects and repairs 

damaged hair, split ends, and frizz by re-linking broken bonds, leaving hair soft and 

detangled with extra shine! Add Sunsilk Conditioner to your cart now and receive 

your delivery within 30 minutes via Airlift Express.",7
Surf Excel Washing Detergent Powder 1kg,https://media-products.airliftexpress.com/large/577bb8db-da11-423a-8f4b-e11c5da48d04_Surf_Excel_Washing_Detergent_Powder_1kg_.jpg,387,500 gm,86,,8
Surf Excel Detergent Liquid 3in1 500ml,https://media-products.airliftexpress.com/large/393ad9ff-b74a-439c-898a-3ec61154266c_surf.png,226,500 ml,87,,8
Surf Excel Washing Detergent Powder 2kg,https://media-products.airliftexpress.com/large/fb37a721-4ebb-4918-b185-436b321abcbe_Surf_Excel_Washing_Detergent_Powder_2kg_.jpg,713,2 kg,88,,8
Surf Excel Matic Washing Detergent Powder Top Load 1kg,https://media-products.airliftexpress.com/large/9998f7cc-81b7-4ed3-9df8-3653f1b17cd9_woo.jpg,412,1 kg,89,,8
Surf Excel Washing Detergent Powder 1kg,https://media-products.airliftexpress.com/large/577bb8db-da11-423a-8f4b-e11c5da48d04_Surf_Excel_Washing_Detergent_Powder_1kg_.jpg,387,3 kg,90,,8
Surf Excel Washing Detergent Powder 1kg,https://media-products.airliftexpress.com/large/577bb8db-da11-423a-8f4b-e11c5da48d04_Surf_Excel_Washing_Detergent_Powder_1kg_.jpg,387,1 kg,90,,8
Surf Excel Washing Detergent Powder 1kg,https://media-products.airliftexpress.com/large/577bb8db-da11-423a-8f4b-e11c5da48d04_Surf_Excel_Washing_Detergent_Powder_1kg_.jpg,387,4.5 kg,91,,8
Surf Excel Detergent Liquid 3in1 1L,https://media-products.airliftexpress.com/large/7c993184-78f6-4125-92c1-5e7b68669d75_surf.png,454,1 L,92,,8
TRESemme Color Revitalise Shampoo 370ml,https://media-products.airliftexpress.com/large/4f2172ae-ff9f-4ac8-8482-8607d4fcc445_woo.jpg,528,170 ml,93,"Leaving hair stronger and smoother, TRESemme Shampoo gently cleanses and 

conditions hair by visibly repairing damage and adding shine for a softer and more 

manageable look! Add TRESemme Shampoo to your cart now and receive your delivery 

within 30 minutes via Airlift Express.",9
TRESemme Keratin Smooth Shampoo 650ml,https://media-products.airliftexpress.com/large/549441a8-8e91-475a-922d-1ad40178cc45_httpphpstack-299729-917918.cloudwaysapps.comimages8961014242362.jpg,797,650 ml,94,"Leaving hair stronger and smoother, TRESemme Keratin Smooth Shampoo gently cleanses and conditions hair by visibly repairing damage and adding shine for a softer and more manageable look! Add TRESemme Keratin Smooth Shampoo to your cart now and receive your delivery within 30 minutes via Airlift Express.",9
TRESemme Keratin Smooth Shampoo 650ml,https://media-products.airliftexpress.com/large/549441a8-8e91-475a-922d-1ad40178cc45_httpphpstack-299729-917918.cloudwaysapps.comimages8961014242362.jpg,797,370 ml,94,"Leaving hair stronger and smoother, TRESemme Keratin Smooth Shampoo gently cleanses and conditions hair by visibly repairing damage and adding shine for a softer and more manageable look! Add TRESemme Keratin Smooth Shampoo to your cart now and receive your delivery within 30 minutes via Airlift Express.",9
TRESemme Keratin Smooth Conditioner 160ml,https://media-products.airliftexpress.com/large/523ddc4b-9bb4-4704-b106-bd22df651ce7_woo.jpg,307,160 ml,95,"Having an irresistibly delicious scent, TRESemme Conditioner protects and repairs 

damaged hair, split ends, and frizz by re-linking broken bonds, leaving hair soft and 

detangled with extra shine! Add TRESemme Conditioner to your cart now and receive 

your delivery within 30 minutes via Airlift Express.",9
TRESemme Color Revitalise Shampoo 370ml,https://media-products.airliftexpress.com/large/4f2172ae-ff9f-4ac8-8482-8607d4fcc445_woo.jpg,528,650ml,96,"Leaving hair stronger and smoother, TRESemme Shampoo gently cleanses and 

conditions hair by visibly repairing damage and adding shine for a softer and more 

manageable look! Add TRESemme Shampoo to your cart now and receive your delivery 

within 30 minutes via Airlift Express.",9
TRESsemme Protein Thickness With Collagen Conditioner 160ml,https://media-products.airliftexpress.com/large/e573deeb-f59c-454a-ac80-84414b23e31c_httpphpstack-299729-917918.cloudwaysapps.comimages8961014242454.jpg,338,160 ml,97,,9
TRESemme Moisture Rich Shampoo 828ml,https://media-products.airliftexpress.com/large/d3747936-ed19-4776-bc38-7d34a346656c_TRESemme%20Moisture%20Rich%20Shampoo%20828ml.jpeg,982,828 ml,98,,9
TRESemme Color Revitalise Shampoo 370ml,https://media-products.airliftexpress.com/large/4f2172ae-ff9f-4ac8-8482-8607d4fcc445_woo.jpg,528,828 ml,98,"Leaving hair stronger and smoother, TRESemme Shampoo gently cleanses and 

conditions hair by visibly repairing damage and adding shine for a softer and more 

manageable look! Add TRESemme Shampoo to your cart now and receive your delivery 

within 30 minutes via Airlift Express.",9
TRESemme Moisture Rich Shampoo 828ml,https://media-products.airliftexpress.com/large/d3747936-ed19-4776-bc38-7d34a346656c_TRESemme%20Moisture%20Rich%20Shampoo%20828ml.jpeg,982,828 ml,99,,9
TRESemme Keratin Smooth Shampoo 650ml,https://media-products.airliftexpress.com/large/549441a8-8e91-475a-922d-1ad40178cc45_httpphpstack-299729-917918.cloudwaysapps.comimages8961014242362.jpg,797,170 ml,100,"Leaving hair stronger and smoother, TRESemme Keratin Smooth Shampoo gently cleanses and conditions hair by visibly repairing damage and adding shine for a softer and more manageable look! Add TRESemme Keratin Smooth Shampoo to your cart now and receive your delivery within 30 minutes via Airlift Express.",9
TRESemme Color Revitalise Conditioner 160ml,https://media-products.airliftexpress.com/large/1ed3a116-310b-41e7-9d2a-3e3f94b6bebe_woo.jpg,323,160 ml,101,"Having an irresistibly delicious scent, TRESemme Conditioner protects and repairs 

damaged hair, split ends, and frizz by re-linking broken bonds, leaving hair soft and 

detangled with extra shine! Add TRESemme Conditioner to your cart now and receive 

your delivery within 30 minutes via Airlift Express.",9
TRESemme Color Revitalise Shampoo 370ml,https://media-products.airliftexpress.com/large/4f2172ae-ff9f-4ac8-8482-8607d4fcc445_woo.jpg,528,370 ml,101,"Leaving hair stronger and smoother, TRESemme Shampoo gently cleanses and 

conditions hair by visibly repairing damage and adding shine for a softer and more 

manageable look! Add TRESemme Shampoo to your cart now and receive your delivery 

within 30 minutes via Airlift Express.",9
Lipton Yellow Label Tea Jar 475gm,https://media-products.airliftexpress.com/large/e70b15ea-c0fd-40cc-8a8f-d3cc727ed3ab_Lipton_Yellow_Label_Tea_Jar_475gm.jpg,599,475 gm,102,,10
Hellmann's Real Mayonnaise 100ml,https://media-products.airliftexpress.com/large/6faf2f7e-ff24-4fa1-8166-78dfab8a0bc8_Hellman%20100.png,73,100ml,103,,10
Brooke Bond Supreme Tea 95gm,https://media-products.airliftexpress.com/large/b0ff9358-4696-4fba-a533-0a2086e48646_b382d1dd-fb34-4c86-b8fb-205c060b6c30_woo.jpg,125,190 gm,104,"Brooke Bond Supreme Tea are made from the finest tea leaves and carries one of the best tea aromas.
This is perfect for you if you like your tea to be strong and delicious.


Whether you are looking to entertain guests at your desi household or are a chai lover yourself, 
Brooke Bond Supereme Tea ideal for all of your tea shenanigans. Now if you are craving that intense but 
familiar taste, add Brooke Bond Supreme Tea to your cart now and get it
delivered at your doorstep via Airlift Express.",10
Rafhan Custard Strawberry 275gm,https://media-products.airliftexpress.com/large/504467a9-754b-47cf-9875-fe2e03d235c3_Rafhan%20Custard%20Strawberry%20275gm.jpeg,111,275 gm,105,,10
Rafhan Jelly Mango 80gm,https://media-products.airliftexpress.com/large/2d12bf1c-53dc-4822-8b82-17d0cb409bac_woo.jpg,84,80 gm,105,,10
Rafhan Pudding 78gm,https://media-products.airliftexpress.com/large/fda76404-3da7-46a2-8832-e4cdcfea113e_woo.jpg,96,78 gm,106,,10
Brooke Bond Supreme Tea 95gm,https://media-products.airliftexpress.com/large/b0ff9358-4696-4fba-a533-0a2086e48646_b382d1dd-fb34-4c86-b8fb-205c060b6c30_woo.jpg,125,95 gm,107,"Brooke Bond Supreme Tea are made from the finest tea leaves and carries one of the best tea aromas.
This is perfect for you if you like your tea to be strong and delicious.


Whether you are looking to entertain guests at your desi household or are a chai lover yourself, 
Brooke Bond Supereme Tea ideal for all of your tea shenanigans. Now if you are craving that intense but 
familiar taste, add Brooke Bond Supreme Tea to your cart now and get it
delivered at your doorstep via Airlift Express.",10
Hellmann's Real Mayonnaise 200ml,https://media-products.airliftexpress.com/large/c287bcd0-6339-431a-b0e0-9cb032b3756e_mayo%20200.png,156,200ml,108,,10
Lipton Yellow Label Tea Pouch 475gm,https://media-products.airliftexpress.com/large/3904b756-de20-4f5b-924b-fd0ffff6466d_5e16f929-6f16-43eb-8553-50b6e7f33da1_woo.jpg,650,475 gm,109,,10
Lipton Yellow Label Tea Bags 100gm (50bags),https://media-products.airliftexpress.com/large/3faab297-9eab-4b23-96e4-dd17d4fd3b7d_woo.jpg,242,50 Bags,109,,10
Brooke Bond Supreme Tea Pouch 950gm,https://media-products.airliftexpress.com/large/7ce68771-2995-4b58-a5f9-8dbd9f9f435e_8961014018400.jpg,1050,950 gm,110,"Brooke Bond Supreme Tea are made from the finest tea leaves and carries one of the best tea aromas.
This is perfect for you if you like your tea to be strong and delicious.


Whether you are looking to entertain guests at your desi household or are a chai lover yourself, 
Brooke Bond Supereme Tea ideal for all of your tea shenanigans. Now if you are craving that intense but 
familiar taste, add Brooke Bond Supreme Tea Pouch to your cart now and get it
delivered at your doorstep via Airlift Express.",10
Lipton Green Tea Loose 100gm,https://media-products.airliftexpress.com/large/509fc3a0-7395-4c66-8b11-5bc444e468ac_woo.jpg,94,100 gm,111,,10
Rafhan Custard Banana 275gm,https://media-products.airliftexpress.com/large/e45bcd4c-30ac-42b6-834f-605c7b404e93_1019634-1.jpeg,102,275 gm,112,,10
Lipton Yellow Label Tea 95gm,https://media-products.airliftexpress.com/large/6b889043-e851-4f65-9d51-3e4ee710ba89_b4ae6da2-a458-477e-ab99-128898e16203_Lipton_Yellow_Label_Tea_95g.jpeg,140,95 gm,113,,10
Rafhan Jelly Strawberry 80gm,https://media-products.airliftexpress.com/large/8ba81c24-6651-4e3c-9089-e60f65261fd3_1162316-1.jpeg,84,80 gm,113,,10
Lipton Yellow Label Tea Pouch 475gm,https://media-products.airliftexpress.com/large/3904b756-de20-4f5b-924b-fd0ffff6466d_5e16f929-6f16-43eb-8553-50b6e7f33da1_woo.jpg,650,950 gm,114,,10
Brooke Bond Supreme Tea Pouch 950gm,https://media-products.airliftexpress.com/large/7ce68771-2995-4b58-a5f9-8dbd9f9f435e_8961014018400.jpg,1050,475 gm,115,"Brooke Bond Supreme Tea are made from the finest tea leaves and carries one of the best tea aromas.
This is perfect for you if you like your tea to be strong and delicious.


Whether you are looking to entertain guests at your desi household or are a chai lover yourself, 
Brooke Bond Supereme Tea ideal for all of your tea shenanigans. Now if you are craving that intense but 
familiar taste, add Brooke Bond Supreme Tea Pouch to your cart now and get it
delivered at your doorstep via Airlift Express.",10
Rafhan Corn Flour 275gm,https://media-products.airliftexpress.com/large/a39e7d67-a8aa-44a1-9765-093c28310173_woo.jpg,99,275 gm,116,,10
Rafhan Corn Oil Tin 3L,https://media-products.airliftexpress.com/large/fb5134be-ffd6-4688-852a-8e2cc1d50567_corn%203.png,2088,3 L,117,,10
Hellmann's Real Mayonnaise 475ml,https://media-products.airliftexpress.com/large/582ec7b2-380b-49dc-ae95-06c744ec1759_mayo%20475.png,368,475ml,117,,10
Brooke Bond Supreme Tea Jar 450gm,https://media-products.airliftexpress.com/large/0602e7a2-4f56-4201-be11-da468e460e97_woo.jpg,550,450 gm,118,"Brooke Bond Supreme Tea are made from the finest tea leaves and carries one of the best tea aromas.
This is perfect for you if you like your tea to be strong and delicious.


Whether you are looking to entertain guests at your desi household or are a chai lover yourself, 
Brooke Bond Supereme Tea ideal for all of your tea shenanigans. Now if you are craving that intense but 
familiar taste, add Brooke Bond Supreme Tea Jar to your cart now and get it
delivered at your doorstep via Airlift Express.",10
Lipton Yellow Label Tea Bags 100gm (50bags),https://media-products.airliftexpress.com/large/3faab297-9eab-4b23-96e4-dd17d4fd3b7d_woo.jpg,242,100 Bags,119,,10
Lipton Yellow Label Tea 95gm,https://media-products.airliftexpress.com/large/6b889043-e851-4f65-9d51-3e4ee710ba89_b4ae6da2-a458-477e-ab99-128898e16203_Lipton_Yellow_Label_Tea_95g.jpeg,140,190 gm,120,,10
Rafhan Corn Oil Tin 3L,https://media-products.airliftexpress.com/large/fb5134be-ffd6-4688-852a-8e2cc1d50567_corn%203.png,2088,5 L,121,,10
Rafhan Corn Oil Bottle 3L,https://media-products.airliftexpress.com/large/3d0f65bf-7557-4d23-a10d-8d505a38468a_rafhan-corn-oil-bottle-3-ltr-13819423031350.png,2300,3 L,121,,10
Hellmann's Real Mayonnaise 900ml,https://media-products.airliftexpress.com/large/26be5782-a33a-422f-81bb-ad65177d76e2_mayo%20900.png,607,900ml,122,,10
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
